engine_id,cycle,setting1,setting2,sensor_2,sensor_3,sensor_4,sensor_7,RUL,failure_imminent
1,36,-0.0004,-0.0002,642.54,1581.72,1405.54,554.53,156,0
1,37,-0.0004,-0.0,641.99,1579.11,1398.9,554.63,155,0
1,38,-0.0018,-0.0002,641.93,1589.6,1399.5,554.7,154,0
1,39,-0.003,-0.0001,642.01,1583.21,1400.69,553.97,153,0
1,40,-0.0,-0.0004,642.24,1582.08,1401.77,554.57,152,0
1,41,0.0033,0.0004,642.4,1591.31,1403.21,553.72,151,0
1,42,0.0005,-0.0004,642.12,1584.66,1401.38,553.94,150,0
1,43,-0.0027,0.0005,642.24,1591.52,1406.05,553.68,149,0
1,44,-0.0001,0.0002,641.93,1586.94,1401.2,554.15,148,0
1,45,-0.0013,-0.0,642.53,1582.42,1399.16,553.83,147,0
1,46,0.0003,0.0001,642.43,1588.29,1401.27,553.76,146,0
1,47,0.0,0.0005,642.21,1580.32,1402.89,554.38,145,0
1,48,0.0019,0.0001,641.89,1588.51,1399.16,554.02,144,0
1,49,-0.0014,0.0005,642.23,1584.35,1397.76,554.23,143,0
1,50,-0.0032,-0.0001,642.77,1588.49,1403.62,553.92,142,0
1,51,-0.001,0.0003,642.81,1585.54,1400.42,553.73,141,0
1,52,0.0018,-0.0001,642.76,1583.77,1395.57,553.04,140,0
1,53,0.0021,-0.0001,642.61,1579.82,1402.26,554.16,139,0
1,54,-0.0002,0.0005,642.42,1592.59,1401.2,553.95,138,0
1,55,0.0009,-0.0,642.41,1584.95,1401.58,554.45,137,0
1,56,0.0007,-0.0002,642.49,1586.33,1400.76,553.98,136,0
1,57,-0.0033,0.0,642.13,1583.67,1402.79,553.42,135,0
1,58,-0.0014,0.0001,641.9,1590.46,1397.99,554.14,134,0
1,59,-0.0006,0.0002,642.33,1596.72,1403.51,554.62,133,0
1,60,-0.001,-0.0002,642.34,1582.75,1403.07,554.0,132,0
1,61,0.0004,0.0005,642.1,1583.55,1405.52,554.09,131,0
1,62,0.0004,0.0001,642.17,1581.59,1399.54,554.45,130,0
1,63,0.0015,0.0002,642.6,1592.14,1395.38,553.48,129,0
1,64,0.0017,0.0002,642.23,1584.51,1400.11,553.88,128,0
1,65,-0.0,0.0005,642.28,1584.72,1403.24,553.97,127,0
1,66,-0.0007,-0.0004,642.5,1588.5,1399.52,554.0,126,0
1,67,0.0016,-0.0004,642.33,1590.22,1403.02,554.31,125,0
1,68,-0.0018,0.0,642.51,1582.06,1404.42,554.04,124,0
1,69,-0.0022,0.0005,642.44,1590.7,1401.24,554.65,123,0
1,70,-0.0005,0.0002,642.22,1584.02,1402.78,554.01,122,0
1,71,0.0016,-0.0003,642.21,1580.41,1403.09,554.06,121,0
1,72,-0.0017,0.0001,642.41,1579.25,1406.81,553.76,120,0
1,73,-0.0012,-0.0002,642.29,1592.04,1397.93,553.88,119,0
1,74,0.0027,0.0001,642.96,1584.65,1401.48,554.03,118,0
1,75,0.0009,-0.0004,641.96,1582.32,1394.82,553.6,117,0
1,76,-0.0015,0.0002,642.21,1589.21,1398.94,553.66,116,0
1,77,0.0022,0.0004,642.55,1586.3,1400.97,554.61,115,0
1,78,0.004,0.0002,641.99,1580.76,1404.1,553.47,114,0
1,79,0.0022,-0.0002,642.12,1582.46,1403.93,553.77,113,0
1,80,-0.0002,-0.0004,641.94,1591.96,1393.58,553.91,112,0
1,81,-0.0018,-0.0004,642.73,1584.82,1402.04,553.88,111,0
1,82,-0.0012,0.0001,642.04,1589.07,1399.17,554.18,110,0
1,83,0.0004,0.0005,642.66,1588.05,1406.38,553.49,109,0
1,84,0.0005,0.0002,642.64,1585.52,1406.6,553.91,108,0
1,85,0.0025,0.0003,642.28,1590.12,1405.96,554.4,107,0
1,86,-0.0012,0.0004,641.84,1588.8,1403.56,553.69,106,0
1,87,0.0,-0.0004,642.33,1586.69,1413.1,554.1,105,0
1,88,0.0029,0.0003,641.96,1581.29,1406.09,554.48,104,0
1,89,0.0008,-0.0001,642.24,1584.73,1402.22,553.91,103,0
1,90,0.0017,-0.0001,642.67,1584.38,1412.93,552.88,102,0
1,91,0.0025,-0.0004,641.98,1584.84,1404.76,553.54,101,0
1,92,0.001,-0.0002,642.89,1590.03,1400.77,553.81,100,0
1,93,0.0032,0.0002,642.85,1593.74,1408.48,554.07,99,0
1,94,-0.0021,0.0002,642.45,1583.27,1404.94,553.86,98,0
1,95,0.0019,0.0003,642.86,1577.6,1410.1,553.91,97,0
1,96,-0.0034,0.0001,642.19,1584.07,1395.16,553.34,96,0
1,97,0.0035,-0.0003,642.07,1595.77,1407.81,553.4,95,0
1,98,0.0006,0.0004,642.0,1591.11,1404.56,552.75,94,0
1,99,-0.0005,-0.0,642.46,1592.73,1406.13,553.76,93,0
1,100,-0.0021,-0.0003,642.22,1589.63,1411.35,554.22,92,0
1,101,0.0012,0.0003,642.75,1584.18,1403.41,553.37,91,0
1,102,0.0017,0.0005,642.85,1589.11,1403.42,553.42,90,0
1,103,-0.0013,0.0001,642.21,1581.27,1403.21,553.64,89,0
1,104,-0.0001,0.0001,642.29,1590.63,1406.25,553.66,88,0
1,105,0.0024,0.0004,642.01,1588.28,1403.22,553.11,87,0
1,106,0.0,0.0001,642.68,1589.05,1404.45,553.6,86,0
1,107,-0.0012,-0.0001,642.53,1595.13,1407.73,553.74,85,0
1,108,0.0008,0.0001,643.49,1585.91,1399.47,554.43,84,0
1,109,-0.0011,-0.0003,642.49,1586.45,1409.1,553.59,83,0
1,110,-0.0,0.0004,642.55,1590.01,1401.27,554.08,82,0
1,111,0.0008,0.0004,642.67,1584.38,1408.11,553.49,81,0
1,112,0.0005,0.0003,642.66,1586.46,1401.84,553.19,80,0
1,113,0.0007,0.0001,642.68,1590.85,1406.59,552.91,79,0
1,114,0.0003,0.0004,642.31,1588.42,1402.97,554.29,78,0
1,115,-0.0017,0.0005,642.66,1594.84,1406.6,554.13,77,0
1,116,-0.002,-0.0003,642.64,1580.31,1401.99,554.4,76,0
1,117,0.0005,0.0004,642.38,1589.77,1409.35,554.59,75,0
1,118,-0.0006,-0.0004,642.34,1585.67,1409.34,554.25,74,0
1,119,0.0013,0.0005,642.67,1596.8,1404.46,553.77,73,0
1,120,-0.0024,0.0005,642.81,1593.78,1407.68,553.66,72,0
1,121,-0.0033,0.0004,642.63,1593.56,1411.9,553.7,71,0
1,122,0.0026,-0.0001,643.3,1593.68,1413.97,553.43,70,0
1,123,0.0016,-0.0002,643.39,1586.66,1403.04,552.64,69,0
1,124,0.0025,0.0002,642.48,1587.14,1402.28,552.26,68,0
1,125,-0.0004,0.0005,642.96,1585.47,1406.42,552.44,67,0
1,126,0.0016,0.0001,642.49,1582.64,1418.5,553.72,66,0
1,127,-0.001,0.0002,642.99,1586.9,1399.49,553.81,65,0
1,128,-0.0006,0.0003,642.47,1593.87,1407.06,552.74,64,0
1,129,-0.0033,0.0003,642.41,1591.33,1408.42,552.42,63,0
1,130,-0.0007,0.0002,642.7,1585.9,1412.25,552.66,62,0
1,131,0.0002,-0.0001,643.01,1585.78,1413.25,553.7,61,0
1,132,0.0032,-0.0001,643.19,1596.06,1405.76,553.16,60,0
1,133,0.0032,-0.0002,642.45,1592.64,1410.11,553.82,59,0
1,134,-0.0014,0.0,642.85,1583.62,1402.67,553.2,58,0
1,135,-0.0017,0.0001,642.45,1585.55,1406.83,553.09,57,0
1,136,0.003,-0.0001,642.84,1584.72,1404.39,554.18,56,0
1,137,-0.0011,0.0,642.43,1594.69,1405.15,553.39,55,0
1,138,-0.0011,0.0001,642.79,1589.82,1413.34,552.91,54,0
1,139,-0.0014,0.0005,643.11,1592.28,1412.6,553.25,53,0
1,140,-0.0006,-0.0001,643.05,1590.89,1408.36,552.15,52,0
1,141,-0.0023,0.0005,642.39,1590.02,1415.25,553.45,51,0
1,142,0.0026,0.0002,642.51,1595.29,1413.42,553.11,50,0
1,143,-0.0005,-0.0003,642.77,1593.1,1404.21,553.62,49,0
1,144,0.0025,-0.0004,643.09,1591.89,1405.76,553.77,48,0
1,145,-0.0004,-0.0001,642.95,1594.92,1409.63,553.03,47,0
1,146,0.0002,-0.0003,642.72,1586.75,1408.82,552.6,46,0
1,147,0.0047,0.0001,642.25,1594.85,1409.96,553.09,45,0
1,148,0.001,-0.0004,643.02,1590.03,1411.89,552.84,44,0
1,149,0.0025,0.0004,642.9,1592.78,1410.7,552.54,43,0
1,150,0.001,-0.0003,643.06,1589.01,1409.22,553.57,42,0
1,151,-0.0019,-0.0001,642.82,1592.39,1411.94,552.41,41,0
1,152,0.0009,-0.0001,642.67,1598.6,1420.83,552.62,40,0
1,153,0.0011,-0.0004,642.99,1589.17,1414.56,552.68,39,0
1,154,-0.0012,0.0,642.81,1597.03,1416.07,552.57,38,0
1,155,-0.0033,0.0002,642.83,1590.4,1414.89,552.89,37,0
1,156,-0.002,0.0003,643.04,1585.61,1421.23,553.24,36,0
1,157,-0.0018,0.0002,642.2,1598.04,1412.47,552.32,35,0
1,158,-0.0023,0.0001,642.88,1596.82,1410.09,553.19,34,0
1,159,-0.0006,0.0001,642.89,1589.54,1420.37,552.18,33,0
1,160,-0.0006,-0.0004,643.45,1590.65,1418.08,551.87,32,0
1,161,0.0008,0.0001,643.0,1594.2,1417.31,552.8,31,0
1,162,-0.0005,0.0004,643.15,1592.22,1423.48,552.68,30,1
1,163,0.0003,-0.0004,642.85,1600.54,1421.09,552.41,29,1
1,164,0.0005,-0.0002,643.17,1598.96,1416.76,551.9,28,1
1,165,0.001,0.0004,642.76,1597.03,1408.09,552.79,27,1
1,166,-0.0022,-0.0003,643.34,1596.72,1422.37,552.13,26,1
1,167,0.0012,0.0003,643.02,1593.83,1414.72,552.57,25,1
1,168,-0.0043,0.0002,642.68,1591.19,1415.7,552.09,24,1
1,169,-0.0017,0.0004,643.2,1590.16,1418.05,552.71,23,1
1,170,-0.0017,-0.0002,642.92,1592.71,1417.41,552.02,22,1
1,171,0.0004,-0.0003,643.26,1592.06,1414.99,552.71,21,1
1,172,-0.0014,-0.0003,643.33,1591.71,1413.73,551.69,20,1
1,173,-0.0032,0.0002,642.97,1590.69,1425.27,552.13,19,1
1,174,-0.0001,-0.0002,642.64,1599.81,1422.58,552.32,18,1
1,175,0.0001,0.0002,643.61,1603.29,1422.52,551.64,17,1
1,176,-0.002,-0.0003,642.86,1592.27,1422.73,551.91,16,1
1,177,-0.0038,-0.0003,643.79,1602.02,1423.99,551.93,15,1
1,178,-0.0001,0.0002,643.38,1605.33,1424.65,552.18,14,1
1,179,0.0023,-0.0003,642.86,1592.56,1429.45,551.57,13,1
1,180,-0.0024,0.0,643.58,1599.87,1417.14,552.91,12,1
1,181,-0.0006,0.0005,643.44,1596.71,1420.64,551.83,11,1
1,182,-0.001,0.0003,644.21,1602.08,1426.62,551.9,10,1
1,183,0.0001,0.0001,643.24,1597.23,1419.03,551.38,9,1
1,184,0.0004,0.0003,644.07,1605.44,1432.52,551.0,8,1
1,185,0.0008,0.0001,643.8,1603.46,1424.4,551.64,7,1
1,186,0.0027,-0.0003,643.51,1595.16,1426.3,552.57,6,1
1,187,-0.0047,-0.0,643.32,1592.1,1427.27,551.08,5,1
1,188,-0.0067,0.0003,643.75,1602.38,1422.78,551.94,4,1
1,189,-0.0006,0.0002,644.18,1596.17,1428.01,550.7,3,1
1,190,-0.0027,0.0001,643.64,1599.22,1425.95,551.29,2,1
1,191,-0.0,-0.0004,643.34,1602.36,1425.77,550.92,1,1
1,192,0.0009,-0.0,643.54,1601.41,1427.2,551.25,0,1
2,1,-0.0018,0.0006,641.89,1583.84,1391.28,554.53,286,0
2,2,0.0043,-0.0003,641.82,1587.05,1393.13,554.77,285,0
2,3,0.0018,0.0003,641.55,1588.32,1398.96,555.14,284,0
2,4,0.0035,-0.0004,641.68,1584.15,1396.08,554.25,283,0
2,5,0.0005,0.0004,641.73,1579.03,1402.52,555.12,282,0
2,6,-0.001,0.0004,641.3,1577.5,1396.76,554.98,281,0
2,7,0.0001,-0.0002,642.03,1587.49,1400.65,554.84,280,0
2,8,0.0015,-0.0004,642.55,1590.41,1395.39,554.65,279,0
2,9,0.0017,-0.0004,641.98,1581.99,1395.01,554.69,278,0
2,10,-0.0045,0.0002,641.99,1586.37,1394.86,554.63,277,0
2,11,0.0006,0.0004,642.26,1589.21,1401.29,554.7,276,0
2,12,0.0002,0.0006,641.64,1579.99,1401.9,554.57,275,0
2,13,0.0007,0.0005,641.78,1586.77,1401.53,554.69,274,0
2,14,-0.0024,-0.0004,641.66,1584.04,1395.46,554.47,273,0
2,15,-0.0012,-0.0003,642.21,1579.84,1402.11,554.17,272,0
2,16,-0.001,0.0003,641.81,1581.99,1393.46,554.53,271,0
2,17,0.0003,-0.0001,642.43,1583.58,1390.27,553.62,270,0
2,18,0.0014,0.0001,641.95,1588.43,1400.25,554.83,269,0
2,19,0.0025,0.0001,641.75,1576.84,1401.77,555.25,268,0
2,20,0.0042,-0.0004,642.34,1582.94,1394.38,554.64,267,0
2,21,-0.0023,0.0001,642.05,1579.51,1392.28,554.72,266,0
2,22,0.0024,0.0006,642.16,1580.18,1397.67,554.35,265,0
2,23,-0.0013,0.0003,642.37,1580.89,1387.5,554.69,264,0
2,24,-0.0019,-0.0,641.99,1580.97,1398.67,553.5,263,0
2,25,0.0063,0.0001,641.81,1585.38,1396.62,554.14,262,0
2,26,-0.0011,0.0003,641.87,1575.38,1392.3,554.03,261,0
2,27,0.0006,0.0005,642.12,1585.44,1402.31,555.16,260,0
2,28,0.0037,0.0005,642.04,1581.6,1397.45,554.77,259,0
2,29,-0.0032,-0.0003,642.08,1583.78,1398.08,554.75,258,0
2,30,0.0012,0.0,641.78,1590.32,1395.07,554.62,257,0
2,31,-0.0009,0.0005,641.97,1579.86,1390.94,554.8,256,0
2,32,0.0013,-0.0001,641.58,1584.52,1391.11,554.56,255,0
2,33,-0.0032,0.0004,641.79,1585.17,1396.15,553.62,254,0
2,34,0.0042,0.0003,642.12,1584.08,1394.24,555.09,253,0
2,35,0.002,0.0002,641.37,1575.73,1392.55,554.73,252,0
2,36,0.0013,0.0004,641.27,1581.56,1397.13,554.59,251,0
2,37,0.005,0.0005,642.1,1585.63,1396.29,555.01,250,0
2,38,0.0013,0.0005,642.22,1585.15,1397.75,554.21,249,0
2,39,-0.0018,0.0005,642.0,1585.69,1391.49,554.05,248,0
2,40,0.0005,0.0005,642.02,1582.69,1398.38,554.07,247,0
2,41,0.0015,0.0006,642.41,1578.97,1398.74,554.34,246,0
2,42,0.0016,0.0005,642.27,1579.21,1392.13,553.98,245,0
2,43,0.0027,0.0,642.02,1580.59,1391.6,554.14,244,0
2,44,0.0003,0.0003,642.01,1584.33,1398.69,554.16,243,0
2,45,-0.0014,-0.0002,642.05,1586.41,1397.6,554.2,242,0
2,46,0.0002,-0.0003,642.15,1575.45,1392.6,554.54,241,0
2,47,0.0021,0.0003,642.4,1583.85,1396.46,554.96,240,0
2,48,0.0006,-0.0001,642.09,1586.71,1397.95,554.67,239,0
2,49,-0.0006,0.0005,642.85,1583.86,1396.5,554.04,238,0
2,50,-0.0002,-0.0004,642.02,1577.86,1399.78,554.73,237,0
2,51,0.0008,0.0003,642.03,1585.34,1393.06,555.02,236,0
2,52,-0.001,-0.0001,641.52,1588.48,1401.66,554.76,235,0
2,53,-0.0023,-0.0001,642.0,1584.9,1397.09,554.33,234,0
2,54,0.0004,-0.0003,641.58,1583.46,1405.33,554.42,233,0
2,55,-0.0035,-0.0004,642.33,1585.59,1387.16,554.54,232,0
2,56,-0.0035,0.0002,641.84,1587.04,1388.97,554.72,231,0
2,57,-0.0003,-0.0001,642.5,1584.13,1389.62,553.87,230,0
2,58,-0.0,-0.0002,642.3,1582.93,1389.91,554.46,229,0
2,59,0.0032,-0.0,642.48,1584.24,1397.95,554.6,228,0
2,60,0.0014,-0.0002,642.09,1584.57,1396.84,554.06,227,0
2,61,-0.0044,0.0001,642.41,1585.45,1399.71,555.08,226,0
2,62,-0.0017,-0.0001,641.81,1577.87,1401.66,554.52,225,0
2,63,-0.0014,0.0005,641.91,1575.83,1395.05,554.63,224,0
2,64,-0.0,0.0001,641.66,1581.65,1401.46,554.93,223,0
2,65,0.0008,0.0,641.7,1582.59,1395.4,554.28,222,0
2,66,0.0005,-0.0002,642.26,1584.6,1394.01,554.11,221,0
2,67,-0.0036,-0.0001,642.17,1587.63,1395.44,554.99,220,0
2,68,0.0008,0.0001,642.5,1577.16,1399.27,554.07,219,0
2,69,-0.0004,0.0,642.73,1586.47,1399.73,554.35,218,0
2,70,0.0005,-0.0002,641.76,1593.24,1397.3,554.47,217,0
2,71,-0.0004,0.0002,642.39,1586.68,1403.09,555.01,216,0
2,72,-0.0007,-0.0001,642.48,1583.11,1393.85,554.54,215,0
2,73,-0.0004,-0.0001,641.73,1586.57,1400.98,554.41,214,0
2,74,-0.0013,0.0001,642.39,1584.04,1396.13,555.36,213,0
2,75,0.0025,0.0004,641.64,1578.27,1390.64,555.45,212,0
2,76,-0.0037,0.0001,642.01,1586.91,1399.66,554.05,211,0
2,77,0.0003,0.0,641.97,1588.54,1395.38,554.06,210,0
2,78,0.0004,-0.0001,642.44,1587.2,1394.24,554.83,209,0
2,79,0.0021,0.0004,641.62,1585.59,1398.51,554.19,208,0
2,80,0.0027,-0.0,641.37,1588.33,1394.0,554.94,207,0
2,81,0.0006,-0.0001,641.72,1578.31,1390.12,555.25,206,0
2,82,0.0035,-0.0001,641.86,1587.24,1402.78,554.17,205,0
2,83,0.0,-0.0004,641.73,1585.18,1398.81,554.18,204,0
2,84,-0.0037,-0.0004,642.41,1586.46,1402.26,554.86,203,0
2,85,0.0002,0.0004,641.73,1588.31,1398.33,554.5,202,0
2,86,0.0004,-0.0,641.85,1579.31,1399.12,554.51,201,0
2,87,0.0019,-0.0002,642.36,1582.64,1399.51,554.77,200,0
2,88,0.0007,-0.0002,642.23,1587.88,1398.17,554.71,199,0
2,89,0.0017,0.0005,641.95,1584.62,1394.07,554.18,198,0
2,90,0.0019,-0.0003,642.06,1580.77,1405.34,554.1,197,0
2,91,-0.0007,-0.0002,642.09,1583.57,1399.47,553.79,196,0
2,92,-0.0006,0.0005,642.36,1584.87,1399.17,554.28,195,0
2,93,0.0019,-0.0004,642.21,1591.68,1392.48,553.92,194,0
2,94,0.0,0.0005,642.1,1585.62,1395.39,554.53,193,0
2,95,-0.0022,0.0002,642.56,1579.26,1402.79,553.99,192,0
2,96,-0.0026,0.0006,642.42,1576.94,1399.59,554.4,191,0
2,97,0.0008,0.0001,642.04,1586.12,1400.5,554.42,190,0
2,98,-0.0001,0.0003,641.73,1587.84,1401.08,554.57,189,0
2,99,-0.0034,-0.0004,642.04,1585.48,1400.97,554.43,188,0
2,100,0.0076,-0.0001,642.04,1586.01,1402.72,554.48,187,0
2,101,0.0031,-0.0,641.96,1582.66,1397.81,555.07,186,0
2,102,0.0016,0.0001,642.44,1590.24,1407.05,554.44,185,0
2,103,-0.0022,0.0002,642.05,1587.75,1392.16,554.44,184,0
2,104,-0.0034,0.0002,642.41,1582.04,1397.31,554.91,183,0
2,105,-0.005,0.0004,641.94,1585.65,1397.45,554.81,182,0
2,106,0.0002,-0.0004,641.87,1584.61,1402.62,553.96,181,0
2,107,0.0011,-0.0001,642.52,1581.7,1402.93,554.21,180,0
2,108,0.0014,0.0004,642.24,1578.45,1396.25,554.29,179,0
2,109,0.0014,0.0,642.12,1590.41,1392.9,553.72,178,0
2,110,-0.0013,-0.0002,642.29,1583.3,1398.47,554.5,177,0
2,111,0.0039,0.0,642.24,1576.85,1393.76,554.42,176,0
2,112,-0.0023,-0.0002,642.49,1588.35,1397.2,554.33,175,0
2,113,-0.003,0.0,641.95,1584.21,1404.74,554.07,174,0
2,114,-0.0005,-0.0002,642.13,1576.56,1397.05,555.1,173,0
2,115,-0.0041,-0.0001,642.16,1583.27,1401.33,554.37,172,0
2,116,-0.001,0.0004,642.38,1577.87,1398.39,554.45,171,0
2,117,-0.0031,-0.0,641.97,1583.84,1395.4,554.6,170,0
2,118,-0.0013,0.0004,641.95,1580.49,1400.99,553.96,169,0
2,119,0.0,-0.0002,642.67,1585.06,1401.87,554.32,168,0
2,120,-0.0001,0.0004,642.01,1589.61,1394.39,554.42,167,0
2,121,0.0027,0.0003,642.04,1580.19,1391.52,554.51,166,0
2,122,0.0011,0.0003,642.08,1585.52,1405.27,553.82,165,0
2,123,-0.001,-0.0004,642.11,1588.59,1403.23,554.31,164,0
2,124,-0.0002,0.0004,642.37,1583.12,1399.26,554.58,163,0
2,125,-0.0015,0.0001,642.71,1586.32,1397.94,554.81,162,0
2,126,0.0006,0.0005,642.07,1587.45,1403.41,554.03,161,0
2,127,-0.0002,-0.0004,642.26,1586.65,1400.81,554.08,160,0
2,128,-0.0008,0.0,641.54,1592.2,1397.34,554.16,159,0
2,129,0.0007,0.0004,641.66,1590.59,1400.25,554.6,158,0
2,130,0.0035,-0.0003,642.06,1584.83,1409.98,554.42,157,0
2,131,-0.0001,0.0001,641.96,1587.61,1394.26,554.88,156,0
2,132,0.0002,0.0006,642.01,1586.66,1398.78,554.4,155,0
2,133,-0.0016,-0.0004,642.84,1581.22,1393.87,554.21,154,0
2,134,0.0026,0.0001,642.76,1586.44,1406.2,553.88,153,0
2,135,0.0009,-0.0002,642.02,1580.12,1404.56,554.52,152,0
2,136,0.001,-0.0003,642.06,1582.91,1402.67,554.5,151,0
2,137,0.0044,-0.0004,642.46,1585.36,1406.79,554.42,150,0
2,138,0.0012,0.0004,642.34,1585.19,1398.95,555.03,149,0
2,139,-0.0003,0.0005,642.63,1590.88,1400.87,554.24,148,0
2,140,0.0014,-0.0001,642.29,1593.7,1403.14,554.86,147,0
2,141,0.0019,0.0003,642.07,1585.09,1403.25,554.7,146,0
2,142,-0.0007,0.0004,641.91,1586.41,1401.27,554.18,145,0
2,143,0.0001,0.0004,642.31,1588.88,1400.49,554.05,144,0
2,144,-0.0005,0.0002,642.02,1584.35,1401.21,553.96,143,0
2,145,-0.0021,0.0001,642.01,1582.72,1403.53,554.1,142,0
2,146,0.0043,-0.0001,642.52,1590.06,1405.09,554.25,141,0
2,147,0.0004,-0.0001,642.27,1588.78,1394.58,554.16,140,0
2,148,0.0018,0.0004,642.65,1584.5,1398.3,554.32,139,0
2,149,-0.002,-0.0003,642.03,1587.88,1404.41,553.84,138,0
2,150,-0.0021,0.0004,642.62,1585.43,1393.74,554.13,137,0
2,151,0.0051,-0.0004,642.54,1590.21,1398.31,553.66,136,0
2,152,-0.0004,0.0003,642.38,1583.49,1400.9,553.86,135,0
2,153,0.0043,0.0002,641.96,1594.33,1397.52,553.78,134,0
2,154,0.0012,0.0001,642.34,1591.3,1413.28,554.45,133,0
2,155,-0.0022,-0.0003,642.17,1580.93,1397.45,553.84,132,0
2,156,-0.0045,0.0004,642.15,1578.73,1399.13,554.7,131,0
2,157,-0.0014,-0.0004,642.04,1588.7,1400.63,553.71,130,0
2,158,0.0014,0.0001,641.99,1586.95,1404.68,554.67,129,0
2,159,-0.0018,-0.0003,641.81,1593.89,1399.71,553.7,128,0
2,160,0.0033,-0.0003,642.53,1585.65,1409.72,554.65,127,0
2,161,-0.0031,0.0003,642.08,1586.65,1396.32,554.18,126,0
2,162,0.0028,0.0003,641.71,1588.83,1401.23,553.95,125,0
2,163,0.0007,0.0004,642.88,1589.56,1396.2,553.96,124,0
2,164,0.0043,0.0003,642.82,1588.23,1405.5,554.31,123,0
2,165,-0.0043,0.0004,642.17,1588.55,1402.96,553.71,122,0
2,166,-0.0068,0.0002,641.79,1589.09,1394.26,553.71,121,0
2,167,0.0005,-0.0001,642.25,1588.74,1395.35,553.62,120,0
2,168,-0.0026,-0.0003,642.55,1593.95,1404.01,554.32,119,0
2,169,-0.0004,0.0003,642.26,1581.85,1406.06,553.06,118,0
2,170,0.0025,0.0004,642.14,1577.26,1405.93,553.84,117,0
2,171,0.0012,0.0005,642.21,1587.94,1410.34,553.84,116,0
2,172,-0.0041,0.0004,642.07,1589.42,1398.26,553.69,115,0
2,173,0.0003,-0.0002,642.66,1589.0,1403.22,554.64,114,0
2,174,-0.0009,-0.0003,642.34,1588.01,1403.24,553.76,113,0
2,175,-0.0005,0.0005,642.46,1584.58,1398.37,554.01,112,0
2,176,-0.001,-0.0004,642.32,1585.73,1405.47,554.15,111,0
2,177,0.0004,-0.0001,642.35,1586.88,1400.31,554.59,110,0
2,178,0.0031,0.0003,642.43,1590.29,1404.39,553.83,109,0
2,179,-0.0024,-0.0001,642.33,1584.55,1399.3,553.86,108,0
2,180,-0.0011,0.0,642.5,1593.51,1402.27,554.21,107,0
2,181,0.0003,-0.0002,642.01,1585.87,1399.24,554.29,106,0
2,182,-0.0,-0.0002,642.39,1586.42,1406.61,553.63,105,0
2,183,-0.0015,-0.0002,642.6,1584.95,1406.15,554.35,104,0
2,184,0.0037,0.0,642.43,1585.66,1408.13,554.99,103,0
2,185,-0.002,0.0004,642.66,1581.09,1407.11,554.53,102,0
2,186,-0.0004,0.0002,642.8,1582.46,1404.35,554.42,101,0
